id,name,ai,str,sta,dex,intl,HR,ER,Race,Belligerence,Gender,Level,FlightLevel,Size,Class,ifPart,Karma,Useable,AtkMin,AtkMax,Atk1,Atk2,Atk3,HorizontalRate,VerticalRate,DiagonalRate,ThrustRate,ChestRate,HeadRate,ArmRate,ReAttackDelay,AddHp,AddMp,NeturealArmor,Abrasion,Hardness,AdjAtkDelay,ElementalType,ElementalAtk,HideLevel,Speed,Shelter,Flying,Jumping,Airjump,Taming,ResistMagic,ResistElectricity,ResistFire,ResistWind,ResistWater,ResistEarth,Cash,SourceMaterial,MaterialAmmount,Cohesion,HoldingTime,CorrectionValue,ExpValue,FxpValue,BodyState,AddAbility,VirtItem1,VirtType1,VirtItem2,VirtType2,VirtItem3,VirtType3,SndAtk1,SndAtk2,SndDie1,SndDie2,SndDmg1,SndDmg2,SndDmg3,SndIdle1,SndIdle2,comment,giant
403,Giant Giggle Box,2,15,20,83,71,80,57,-1,12,-1,35,-1,400,4,0,-1,1,539,567,9261,9262,9263,-1,0.0,-1,-1,-1,-1,-1,3000,106638,100,60,130,0,-1,5,0,-1,0.075,-1,0,-1,-1,-1,35,0.3,0.0,-0.3,0.0,0.0,329,-1,-1,-1,-1,1020,1779,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
404,Small Garbagepider,2,15,20,143,122,102,70,-1,12,-1,65,-1,100,1,0,-1,1,638,672,9252,9253,9254,-1,-1.0,-1,-1,-1,-1,-1,3000,13429,100,77,130,0,-1,1,0,-1,0.075,-1,0,-1,-1,-1,87,0.0,0.0,0.3,-0.3,0.0,73,-1,-1,-1,-1,13,11570,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
405,Garbagepider,2,15,20,143,122,103,71,-1,12,-1,65,-1,100,2,0,-1,1,638,672,9255,9256,9257,-1,-1.0,-1,-1,-1,-1,-1,3000,13429,100,78,130,0,-1,4,0,-1,0.075,-1,0,-1,-1,-1,87,0.0,-0.3,0.0,0.0,0.3,73,-1,-1,-1,-1,50,12096,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
406,Captain Garbagepider,2,15,20,145,123,104,71,-1,12,-1,66,-1,100,3,0,-1,1,643,677,9258,9259,9260,-1,-1.0,-1,-1,-1,-1,-1,3000,13621,100,79,130,0,-1,1,0,-1,0.08,-1,0,-1,-1,-1,89,0.0,0.0,0.3,-0.3,0.0,74,-1,-1,-1,-1,9,12841,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
407,Giant Garbagepider,2,15,20,151,128,110,94,-1,12,-1,69,-1,400,4,0,-1,1,1102,1161,9261,9262,9263,-1,0.0,-1,-1,-1,-1,-1,3000,254295,100,103,130,0,-1,4,0,-1,0.075,-1,0,-1,-1,-1,93,0.0,-0.3,0.0,0.0,0.3,546,-1,-1,-1,-1,10690,81421,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
408,Small Rampage Butcher,2,15,20,179,152,-1,-1,-1,12,-1,83,-1,100,1,0,-1,-1,860,905,9252,9253,9254,-1,-1.0,-1,-1,-1,-1,-1,3000,17048,100,-1,130,0,-1,0,0,-1,0.075,-1,0,-1,-1,-1,127,0.0,0.0,0.0,0.0,0.0,96,-1,-1,-1,-1,10,24986455,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
409,Small Rampage Butcher,2,15,20,179,152,-1,-1,-1,12,-1,83,-1,100,2,0,-1,-1,860,905,9255,9256,9257,-1,-1.0,-1,-1,-1,-1,-1,3000,17048,100,-1,130,0,-1,0,0,-1,0.075,-1,0,-1,-1,-1,127,0.0,0.0,0.0,0.0,0.0,96,-1,-1,-1,-1,10,28984287,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
410,Captain Rampage Butcher,2,15,20,181,154,-1,-1,-1,12,-1,84,-1,100,3,0,-1,-1,868,914,9258,9259,9260,-1,-1.0,-1,-1,-1,-1,-1,3000,17185,100,-1,130,0,-1,0,0,-1,0.08,-1,0,-1,-1,-1,129,0.0,0.0,0.0,0.0,0.0,97,-1,-1,-1,-1,10,28734423,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
411,Giant Rampage Butcher,2,15,20,187,159,-1,-1,-1,12,-1,87,-1,400,4,0,-1,-1,1612,1697,9261,9262,9263,-1,-1.0,-1,-1,-1,-1,-1,3000,282251,100,-1,130,0,-1,0,0,-1,0.075,-1,0,-1,-1,-1,133,0.0,0.0,0.0,0.0,0.0,714,-1,-1,-1,-1,18706,218507315,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
500,Small Greemong,2,15,20,155,132,108,68,-1,12,-1,71,-1,100,1,0,-1,1,962,1013,9204,9205,9206,-1,-1.0,-1,-1,-1,-1,-1,3000,28602,100,75,130,0,-1,2,0,-1,0.075,-1,0,-1,-1,-1,95,-0.3,0.3,0.0,0.0,0.0,160,-1,-1,-1,-1,13,25964,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
501,Greemong,2,15,20,155,132,109,69,-1,12,-1,71,-1,100,2,0,-1,1,962,1013,9207,9208,9209,-1,-1.0,-1,-1,-1,-1,-1,3000,28602,100,76,130,0,-1,2,0,-1,0.075,-1,0,-1,-1,-1,95,-0.3,0.3,0.0,0.0,0.0,160,-1,-1,-1,-1,50,27145,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
502,Captain Greemong,2,15,20,157,133,110,70,-1,12,-1,72,-1,100,3,0,-1,1,967,1018,9210,9211,9212,-1,-1.0,-1,-1,-1,-1,-1,3000,28981,100,77,130,0,-1,2,0,-1,0.08,-1,0,-1,-1,-1,97,-0.3,0.3,0.0,0.0,0.0,162,-1,-1,-1,-1,9,28819,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
503,Giant Greemong,2,15,20,163,139,120,102,-1,12,-1,75,-1,400,4,0,-1,1,1477,1554,9213,9214,9215,-1,-1.0,-1,-1,-1,-1,-1,3000,552915,100,112,130,0,-1,5,0,-1,0.075,-1,0,-1,-1,-1,101,0.3,0.0,-0.3,0.0,0.0,1190,-1,-1,-1,-1,3260,182714,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
504,Small Driller,2,15,20,131,111,85,68,-1,12,-1,59,-1,100,1,0,-1,1,545,567,9252,9253,9254,-1,-1.0,-1,-1,-1,-1,-1,3000,10971,100,76,130,0,-1,5,0,-1,0.075,-1,0,-1,-1,-1,70,0.3,0.0,-0.3,0.0,0.0,67,-1,-1,-1,-1,13,6188,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
505,Driller,2,15,20,131,111,86,68,-1,12,-1,59,-1,100,2,0,-1,1,545,567,9255,9256,9257,-1,-1.0,-1,-1,-1,-1,-1,3000,10971,100,76,130,0,-1,3,0,-1,0.075,-1,0,-1,-1,-1,70,0.0,0.0,0.0,0.3,-0.3,67,-1,-1,-1,-1,50,6469,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
506,Captain Driller,2,15,20,133,113,87,68,-1,12,-1,60,-1,100,3,0,-1,1,560,582,9258,9259,9260,-1,-1.0,-1,-1,-1,-1,-1,3000,12255,100,75,130,0,-1,5,0,-1,0.08,-1,0,-1,-1,-1,72,0.3,0.0,-0.3,0.0,0.0,68,-1,-1,-1,-1,9,6867,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
507,Giant Driller,2,15,20,139,118,100,85,-1,12,-1,63,-1,400,4,0,-1,1,1001,1054,9261,9262,9263,-1,-1.0,-1,-1,-1,-1,-1,3000,210053,100,94,130,0,-1,3,0,-1,0.075,-1,0,-1,-1,-1,75,0.0,0.0,0.0,0.3,-0.3,497,-1,-1,-1,-1,6220,43538,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
508,Small Steel Knight,2,15,20,123,105,87,69,-1,12,-1,55,-1,200,1,0,-1,1,475,497,9252,9253,9254,-1,1.0,-1,-1,-1,-1,-1,3000,10294,100,72,130,0,-1,3,0,-1,0.075,-1,0,-1,-1,-1,66,0.0,0.0,0.0,0.3,-0.3,63,-1,-1,-1,-1,13,3934,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
509,Steel Knight,2,15,20,123,105,88,70,-1,12,-1,55,-1,200,2,0,-1,1,475,497,9255,9256,9257,-1,1.0,-1,-1,-1,-1,-1,3000,10294,100,72,130,0,-1,4,0,-1,0.075,-1,0,-1,-1,-1,66,0.0,-0.3,0.0,0.0,0.3,63,-1,-1,-1,-1,50,4112,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
510,Captain Steel Knight,2,15,20,125,106,89,71,-1,12,-1,56,-1,200,3,0,-1,1,495,517,9258,9259,9260,-1,1.0,-1,-1,-1,-1,-1,3000,10463,100,73,130,0,-1,3,0,-1,0.08,-1,0,-1,-1,-1,67,0.0,0.0,0.0,0.3,-0.3,64,-1,-1,-1,-1,9,4406,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
511,Giant Steel Knight,2,15,20,131,111,120,85,-1,12,-1,59,-1,400,4,0,-1,1,860,905,9261,9262,9263,-1,1.0,-1,-1,-1,-1,-1,3000,195518,100,90,130,0,-1,4,0,-1,0.075,-1,0,-1,-1,-1,70,0.0,-0.3,0.0,0.0,0.3,469,-1,-1,-1,-1,5600,28687,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
512,Small Elderguard,2,15,20,139,118,99,70,-1,12,-1,63,-1,100,1,0,-1,1,610,642,9252,9253,9254,-1,1.0,-1,-1,-1,-1,-1,3000,12589,100,77,130,0,-1,4,0,-1,0.075,-1,0,-1,-1,-1,75,0.0,-0.3,0.0,0.0,0.3,71,-1,-1,-1,-1,13,9391,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
513,Elderguard,2,15,20,139,118,100,71,-1,12,-1,63,-1,100,2,0,-1,1,610,642,9255,9256,9257,-1,1.0,-1,-1,-1,-1,-1,3000,12589,100,78,130,0,-1,2,0,-1,0.075,-1,0,-1,-1,-1,75,-0.3,0.3,0.0,0.0,0.0,71,-1,-1,-1,-1,50,9818,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
514,Captain Elderguard,2,15,20,141,120,101,71,-1,12,-1,64,-1,100,3,0,-1,1,614,646,9258,9259,9260,-1,1.0,-1,-1,-1,-1,-1,3000,12773,100,79,130,0,-1,4,0,-1,0.08,-1,0,-1,-1,-1,76,0.0,-0.3,0.0,0.0,0.3,72,-1,-1,-1,-1,9,10424,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
515,Giant Elderguard,2,15,20,147,125,100,85,-1,12,-1,67,-1,400,4,0,-1,1,1075,1132,9261,9262,9263,-1,0.0,-1,-1,-1,-1,-1,3000,249215,100,94,130,0,-1,2,0,-1,0.075,-1,0,-1,-1,-1,90,-0.3,0.3,0.0,0.0,0.0,525,-1,-1,-1,-1,9390,66085,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
516,Small Crane Machinery,2,15,20,147,125,105,72,-1,12,-1,67,-1,100,1,0,-1,1,715,752,9252,9253,9254,-1,-1.0,-1,-1,-1,-1,-1,3000,13813,100,79,130,0,-1,5,0,-1,0.075,-1,0,-1,-1,-1,90,0.3,0.0,-0.3,0.0,0.0,75,-1,-1,-1,-1,13,14254,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
517,Crane Machinery,2,15,20,147,125,106,73,-1,12,-1,67,-1,100,2,0,-1,1,715,752,9255,9256,9257,-1,-1.0,-1,-1,-1,-1,-1,3000,13813,100,80,130,0,-1,3,0,-1,0.075,-1,0,-1,-1,-1,90,0.0,0.0,0.0,0.3,-0.3,75,-1,-1,-1,-1,50,14902,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
518,Captain Crane Machinery,2,15,20,149,127,107,74,-1,12,-1,68,-1,100,3,0,-1,1,719,757,9258,9259,9260,-1,-1.0,-1,-1,-1,-1,-1,3000,14005,100,81,130,0,-1,5,0,-1,0.08,-1,0,-1,-1,-1,91,0.3,0.0,-0.3,0.0,0.0,77,-1,-1,-1,-1,9,15821,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
519,Giant Crane Machinery,2,15,20,155,132,120,102,-1,12,-1,71,-1,400,4,0,-1,1,1132,1191,9261,9262,9263,-1,0.0,-1,-1,-1,-1,-1,3000,260913,100,112,130,0,-1,3,0,-1,0.075,-1,0,-1,-1,-1,95,0.0,0.0,0.0,0.3,-0.3,560,-1,-1,-1,-1,13910,100317,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
520,Pawn Popcrank,2,15,20,177,143,186,174,-1,12,-1,114,-1,100,1,0,-1,1,1465,1535,9258,9259,9260,-1,1.0,-1,-1,-1,-1,-1,2400,94583,100,168,130,0,-1,0,0,-1,0.07,-1,0,-1,-1,-1,103,0.0,0.0,0.0,0.0,0.0,1049,-1,-1,-1,-1,13,774266,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
521,Knight Popcrank,2,15,20,167,153,191,176,-1,12,-1,114,-1,100,1,0,-1,1,1475,1545,9258,9259,9260,-1,1.0,-1,-1,-1,-1,-1,2400,94583,100,168,130,0,-1,0,0,-1,0.07,-1,0,-1,-1,-1,98,0.0,0.0,0.0,0.0,0.0,1049,-1,-1,-1,-1,13,836206,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
522,Rook Popcrank,2,15,20,177,143,191,176,-1,12,-1,115,-1,100,2,0,-1,1,1485,1555,9258,9259,9260,-1,1.0,-1,-1,-1,-1,-1,2400,96403,100,170,130,0,-1,0,0,-1,0.065,-1,0,-1,-1,-1,98,0.0,0.0,0.0,0.0,0.0,1055,-1,-1,-1,-1,50,903102,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
523,Bishop Popcrank,2,15,20,187,153,191,176,-1,12,-1,116,-1,100,3,0,-1,1,1495,1565,9258,9259,9260,-1,0.0,-1,-1,-1,-1,-1,2200,98236,100,172,130,0,-1,0,0,-1,0.065,-1,0,-1,-1,-1,99,0.0,0.0,0.0,0.0,0.0,1067,-1,-1,-1,-1,9,975349,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
524,Small Peakyturtle,2,15,20,29,25,40,14,-1,12,-1,8,-1,100,1,0,-1,1,43,45,9252,9253,9254,-1,1.0,-1,-1,-1,-1,-1,3000,1370,100,13,130,0,-1,2,0,-1,0.075,-1,0,-1,-1,-1,8,-0.3,0.3,0.0,0.0,0.0,20,-1,-1,-1,-1,21,13,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
525,Peakyturtle,2,15,20,29,25,40,14,-1,12,-1,8,-1,100,2,0,-1,1,43,45,9255,9256,9257,-1,1.0,-1,-1,-1,-1,-1,3000,1370,100,13,130,0,-1,3,0,-1,0.075,-1,0,-1,-1,-1,8,0.0,0.0,0.0,0.3,-0.3,20,-1,-1,-1,-1,50,14,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
526,Captain Peakyturtle,2,15,20,31,26,40,14,-1,12,-1,9,-1,100,3,0,-1,1,45,47,9258,9259,9260,-1,1.0,-1,-1,-1,-1,-1,3000,1445,100,14,130,0,-1,2,0,-1,0.08,-1,0,-1,-1,-1,9,-0.3,0.3,0.0,0.0,0.0,22,-1,-1,-1,-1,14,14,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
527,Giant Peakyturtle,2,15,20,37,31,70,30,-1,12,-1,12,-1,400,4,0,-1,1,216,227,9261,9262,9263,-1,1.0,-1,-1,-1,-1,-1,3000,36132,100,30,130,0,-1,3,0,-1,0.075,-1,0,-1,-1,-1,12,0.0,0.0,0.0,0.3,-0.3,196,-1,-1,-1,-1,250,91,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
528,Small Hobo,2,15,20,83,71,57,43,-1,12,-1,35,-1,200,1,0,-1,1,287,303,9252,9253,9254,-1,1.0,-1,-1,-1,-1,-1,3000,6309,100,48,130,0,-1,4,0,-1,0.075,-1,0,-1,-1,-1,35,0.0,-0.3,0.0,0.0,0.3,47,-1,-1,-1,-1,13,384,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
529,Hobo,2,15,20,83,71,58,43,-1,12,-1,35,-1,200,2,0,-1,1,287,303,9255,9256,9257,-1,1.0,-1,-1,-1,-1,-1,3000,6309,100,48,130,0,-1,2,0,-1,0.075,-1,0,-1,-1,-1,35,-0.3,0.3,0.0,0.0,0.0,47,-1,-1,-1,-1,50,401,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
530,Captain Hobo,2,15,20,85,72,59,45,-1,12,-1,36,-1,200,3,0,-1,1,291,307,9258,9259,9260,-1,1.0,-1,-1,-1,-1,-1,3000,6457,100,49,130,0,-1,4,0,-1,0.08,-1,0,-1,-1,-1,36,0.0,-0.3,0.0,0.0,0.3,47,-1,-1,-1,-1,9,437,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
531,Giant Hobo,2,15,20,91,77,80,68,-1,12,-1,39,-1,400,4,0,-1,1,594,625,9261,9262,9263,-1,1.0,-1,-1,-1,-1,-1,3000,118131,100,70,130,0,-1,2,0,-1,0.075,-1,0,-1,-1,-1,39,-0.3,0.3,0.0,0.0,0.0,350,-1,-1,-1,-1,1540,2993,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
532,Small Clawdoll,2,15,20,171,145,-1,-1,-1,12,-1,79,-1,100,1,0,-1,-1,814,857,9252,9253,9254,-1,-1.0,-1,-1,-1,-1,-1,3000,15910,100,-1,130,0,-1,0,0,-1,0.075,-1,0,-1,-1,-1,106,0.0,0.0,0.0,0.0,0.0,90,-1,-1,-1,-1,10,14286088,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
533,Clawdoll,2,15,20,171,145,-1,-1,-1,12,-1,79,-1,100,2,0,-1,-1,814,857,9255,9256,9257,-1,-1.0,-1,-1,-1,-1,-1,3000,15910,100,-1,130,0,-1,0,0,-1,0.075,-1,0,-1,-1,-1,106,0.0,0.0,0.0,0.0,0.0,90,-1,-1,-1,-1,10,16571862,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
534,Captain Clawdoll,2,15,20,173,147,-1,-1,-1,12,-1,80,-1,100,3,0,-1,-1,823,866,9258,9259,9260,-1,-1.0,-1,-1,-1,-1,-1,3000,16049,100,-1,130,0,-1,0,0,-1,0.08,-1,0,-1,-1,-1,108,0.0,0.0,0.0,0.0,0.0,92,-1,-1,-1,-1,10,16429001,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
535,Giant Clawdoll,2,15,20,179,152,-1,-1,-1,12,-1,83,-1,400,4,0,-1,-1,1548,1629,9261,9262,9263,-1,-1.0,-1,-1,-1,-1,-1,3000,272765,100,-1,130,0,-1,0,0,-1,0.075,-1,0,-1,-1,-1,127,0.0,0.0,0.0,0.0,0.0,672,-1,-1,-1,-1,17282,124932275,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
536,Small Carrierbomb,2,15,20,159,135,111,77,-1,13,-1,73,-1,100,1,0,-1,1,991,1043,9192,9193,9194,-1,-1.0,-1,-1,-1,-1,-1,3000,31285,100,84,130,0,-1,3,0,-1,0.075,-1,0,-1,-1,-1,98,0.0,0.0,0.0,0.3,-0.3,166,-1,-1,-1,-1,13,31988,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
537,Carrierbomb,2,15,20,159,135,112,77,-1,13,-1,73,-1,100,2,0,-1,1,991,1043,9195,9196,9197,-1,-1.0,-1,-1,-1,-1,-1,3000,31285,100,85,130,0,-1,3,0,-1,0.075,-1,0,-1,-1,-1,98,0.0,0.0,0.0,0.3,-0.3,166,-1,-1,-1,-1,50,33442,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
538,Captain Carrierbomb,2,15,20,161,137,113,78,-1,13,-1,74,-1,100,3,0,-1,1,995,1048,9198,9199,9200,-1,-1.0,-1,-1,-1,-1,-1,3000,31690,100,86,130,0,-1,3,0,-1,0.08,-1,0,-1,-1,-1,99,0.0,0.0,0.0,0.3,-0.3,168,-1,-1,-1,-1,9,35506,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
539,Giant Carrierbomb,2,15,20,167,142,120,102,-1,13,-1,77,-1,400,4,0,-1,1,1568,1650,9201,9202,9203,-1,0.0,-1,-1,-1,-1,-1,3000,564573,100,112,130,0,-1,1,0,-1,0.075,-1,0,-1,-1,-1,103,0.0,0.0,0.3,-0.3,0.0,1232,-1,-1,-1,-1,13910,225129,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
540,Small Leyena,2,15,20,115,98,81,64,-1,12,-1,51,-1,100,1,0,-1,1,410,432,9252,9253,9254,-1,1.0,-1,-1,-1,-1,-1,3000,9620,100,68,130,0,-1,4,0,-1,0.075,-1,0,-1,-1,-1,61,0.0,-0.3,0.0,0.0,0.3,59,-1,-1,-1,-1,13,2501,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
541,Leyena,2,15,20,115,98,82,65,-1,12,-1,51,-1,100,2,0,-1,1,410,432,9255,9256,9257,-1,1.0,-1,-1,-1,-1,-1,3000,9620,100,68,130,0,-1,4,0,-1,0.075,-1,0,-1,-1,-1,61,0.0,-0.3,0.0,0.0,0.3,59,-1,-1,-1,-1,50,2615,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
542,Captain Leyena,2,15,20,117,99,83,65,-1,12,-1,52,-1,100,3,0,-1,1,430,452,9258,9259,9260,-1,1.0,-1,-1,-1,-1,-1,3000,9788,100,69,130,0,-1,4,0,-1,0.08,-1,0,-1,-1,-1,62,0.0,-0.3,0.0,0.0,0.3,60,-1,-1,-1,-1,9,2801,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
543,Giant Leyena,2,15,20,123,105,100,82,-1,12,-1,55,-1,400,4,0,-1,1,831,875,9261,9262,9263,-1,1.0,-1,-1,-1,-1,-1,3000,181405,100,80,130,0,-1,1,0,-1,0.075,-1,0,-1,-1,-1,66,0.0,0.0,0.3,-0.3,0.0,441,-1,-1,-1,-1,3710,18237,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
544,Small Dumb Bull,2,15,20,87,74,60,46,-1,12,-1,37,-1,100,1,0,-1,1,307,324,9252,9253,9254,-1,-1.0,-1,-1,-1,-1,-1,3000,6605,100,50,130,0,-1,2,0,-1,0.075,-1,0,-1,-1,-1,37,-0.3,0.3,0.0,0.0,0.0,48,-1,-1,-1,-1,13,497,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
545,Dumb Bull,2,15,20,87,74,61,46,-1,12,-1,37,-1,100,2,0,-1,1,307,324,9255,9256,9257,-1,-1.0,-1,-1,-1,-1,-1,3000,6605,100,50,130,0,-1,5,0,-1,0.075,-1,0,-1,-1,-1,37,0.3,0.0,-0.3,0.0,0.0,48,-1,-1,-1,-1,50,520,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
546,Captain Dumb Bull,2,15,20,89,76,62,48,-1,12,-1,38,-1,100,3,0,-1,1,311,328,9258,9259,9260,-1,-1.0,-1,-1,-1,-1,-1,3000,6753,100,51,130,0,-1,2,0,-1,0.08,-1,0,-1,-1,-1,38,-0.3,0.3,0.0,0.0,0.0,49,-1,-1,-1,-1,9,567,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
547,Giant Dumb Bull,2,15,20,95,81,90,77,-1,12,-1,41,-1,400,4,0,-1,1,625,658,9261,9262,9263,-1,0.0,-1,-1,-1,-1,-1,3000,131912,100,70,130,0,-1,5,0,-1,0.075,-1,0,-1,-1,-1,49,0.3,0.0,-0.3,0.0,0.0,357,-1,-1,-1,-1,2000,3748,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
548,Small Nutty Wheel,2,15,20,127,108,85,71,-1,12,-1,57,-1,100,1,0,-1,1,510,532,9252,9253,9254,-1,-1.0,-1,-1,-1,-1,-1,3000,10632,100,74,130,0,-1,2,0,-1,0.075,-1,0,-1,-1,-1,68,-0.3,0.3,0.0,0.0,0.0,65,-1,-1,-1,-1,13,4934,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
549,Nutty Wheel,2,15,20,127,108,86,72,-1,12,-1,57,-1,100,2,0,-1,1,510,532,9255,9256,9257,-1,-1.0,-1,-1,-1,-1,-1,3000,10632,100,74,130,0,-1,5,0,-1,0.075,-1,0,-1,-1,-1,68,0.3,0.0,-0.3,0.0,0.0,65,-1,-1,-1,-1,50,5158,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
550,Captain Nutty Wheel,2,15,20,129,110,87,73,-1,12,-1,58,-1,100,3,0,-1,1,530,552,9258,9259,9260,-1,-1.0,-1,-1,-1,-1,-1,3000,10801,100,75,130,0,-1,2,0,-1,0.08,-1,0,-1,-1,-1,69,-0.3,0.3,0.0,0.0,0.0,66,-1,-1,-1,-1,9,5525,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
551,Giant Nutty Wheel,2,15,20,135,115,100,85,-1,12,-1,61,-1,400,4,0,-1,1,885,932,9261,9262,9263,-1,-1.0,-1,-1,-1,-1,-1,3000,200836,100,90,130,0,-1,5,0,-1,0.075,-1,0,-1,-1,-1,73,0.3,0.0,-0.3,0.0,0.0,483,-1,-1,-1,-1,7280,35337,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
